state_id,evidence,family,mode,vertices,area_m2,mec_radius_m,plan_returned,native_geometry_runtime_ms,continuous_covered,maximum_voronoi_vertex_distance_m,circle_count,entire_plan_distance_m,exhaustive_success_cost_upper_s,equal_area_planning_first_hit_cost_s,equal_area_planning_first_hit_distance_m,equal_area_planning_first_hit_attempts,planning_atom_count,clear_action_cost_model,planning_distribution_is_official,boundary
syn-cover-slanted_narrow-0.65-0,synthetic_state_mechanism,slanted_narrow,3,4,244.62749999999983,28.500109648911884,True,4.107708,True,19.72900369394323,6,194.25343462655928,58.850686925311855,25.158003060174863,95.91347209099777,1.3251028806584362,243,distance/5 + 3*attempts + 2,False,
syn-cover-slanted_narrow-0.65-37,synthetic_state_mechanism,slanted_narrow,3,4,244.62750000000005,28.50010964891188,True,4.146041,True,19.72900369394325,6,194.2534346265592,58.85068692531184,25.15800306017486,95.91347209099777,1.3251028806584362,243,distance/5 + 3*attempts + 2,False,
syn-cover-slanted_narrow-1.0-0,synthetic_state_mechanism,slanted_narrow,3,4,579.0,43.846322536787504,True,4.040625,True,19.744335275985172,5,229.48512197405137,62.89702439481027,26.78869082140486,96.72123188480208,1.8148148148148149,243,distance/5 + 3*attempts + 2,False,
syn-cover-slanted_narrow-1.0-37,synthetic_state_mechanism,slanted_narrow,3,4,579.0000000000006,43.84632253678751,True,4.04325,True,19.74433527598516,5,229.48512197405134,62.897024394810266,26.788690821404863,96.7212318848021,1.8148148148148149,243,distance/5 + 3*attempts + 2,False,
syn-cover-slanted_narrow-1.45-0,synthetic_state_mechanism,slanted_narrow,3,4,1217.3474999999999,63.57716767834188,True,2.363833,True,19.90510489376866,4,144.14573795298455,42.82914759059691,29.191690015708563,97.81030193039467,2.54320987654321,243,distance/5 + 3*attempts + 2,False,
syn-cover-slanted_narrow-1.45-37,synthetic_state_mechanism,slanted_narrow,3,4,1217.3474999999996,63.57716767834188,True,2.5715,True,19.905104893768677,4,144.14573795298455,42.82914759059691,29.191690015708563,97.81030193039466,2.54320987654321,243,distance/5 + 3*attempts + 2,False,
syn-cover-near_circle-0.65-0,synthetic_state_mechanism,near_circle,3,24,1102.2585492826165,19.5,False,0.022375,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-near_circle-0.65-37,synthetic_state_mechanism,near_circle,3,24,1102.2585492826142,19.5,False,0.021708,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-near_circle-1.0-0,synthetic_state_mechanism,near_circle,3,24,2608.8959746334094,30.0,False,2.929292,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-near_circle-1.0-37,synthetic_state_mechanism,near_circle,3,24,2608.8959746334076,30.000000000000007,False,2.936208,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-near_circle-1.45-0,synthetic_state_mechanism,near_circle,3,24,5485.2037866667415,43.5,False,3.088417,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-near_circle-1.45-37,synthetic_state_mechanism,near_circle,3,24,5485.203786666743,43.5,False,3.061875,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-critical_radius-0.65-0,synthetic_state_mechanism,critical_radius,3,12,507.0,13.000000000000009,False,0.009833,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-critical_radius-0.65-37,synthetic_state_mechanism,critical_radius,3,12,507.0,13.000000000000004,False,0.009667,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-critical_radius-1.0-0,synthetic_state_mechanism,critical_radius,3,12,1199.9999999999995,20.000000000000004,False,2.833125,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-critical_radius-1.0-37,synthetic_state_mechanism,critical_radius,3,12,1199.9999999999998,20.000000000000004,False,2.678917,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-critical_radius-1.45-0,synthetic_state_mechanism,critical_radius,3,12,2523.0,29.000000000000004,False,3.119625,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-critical_radius-1.45-37,synthetic_state_mechanism,critical_radius,3,12,2523.0,29.000000000000007,False,3.473542,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-skew_triangle-0.65-0,synthetic_state_mechanism,skew_triangle,3,3,463.05999999999995,27.49277177732358,True,4.118209,True,19.838278541733672,6,178.13127563387917,55.62625512677583,23.172901064394583,87.1608016182692,1.2469135802469136,243,distance/5 + 3*attempts + 2,False,
syn-cover-skew_triangle-0.65-37,synthetic_state_mechanism,skew_triangle,3,3,463.0599999999997,27.492771777323586,True,3.896584,True,19.838278541733672,6,178.13127563387917,55.62625512677583,23.17290106439458,87.1608016182692,1.2469135802469136,243,distance/5 + 3*attempts + 2,False,
syn-cover-skew_triangle-1.0-0,synthetic_state_mechanism,skew_triangle,3,3,1096.0,42.2965719651132,True,3.920875,True,19.773931818127313,6,219.03138975084653,63.8062779501693,23.762984343588965,85.17294640930285,1.5761316872427984,243,distance/5 + 3*attempts + 2,False,
syn-cover-skew_triangle-1.0-37,synthetic_state_mechanism,skew_triangle,3,3,1095.9999999999998,42.29657196511321,True,4.1745,True,19.773931818127313,6,219.03138975084659,63.80627795016932,23.762984343588965,85.17294640930285,1.5761316872427984,243,distance/5 + 3*attempts + 2,False,
syn-cover-skew_triangle-1.45-0,synthetic_state_mechanism,skew_triangle,3,3,2304.34,61.33002934941415,False,1.887333,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
syn-cover-skew_triangle-1.45-37,synthetic_state_mechanism,skew_triangle,3,3,2304.3399999999992,61.33002934941414,False,1.765125,,,,,,,,,,,,No optional plan returned; B3 retains measuring and fallback. This is not a clearing failure.
