state_id,evidence,family,mode,vertices,area_m2,mec_radius_m,arm,continuous_covered,construction,maximum_voronoi_vertex_distance_m,geometry_runtime_ms,circle_count,entire_plan_distance_m,exhaustive_success_cost_upper_s,equal_area_planning_first_hit_cost_s,equal_area_planning_first_hit_distance_m,equal_area_planning_first_hit_attempts,planning_atom_count,clear_action_cost_model,planning_distribution_is_official,measure_point,additional_measure_count,measurement_move_m,measurement_cost_s,zero_added_error_planning_single_disk_fraction,zero_added_error_planning_near_fraction,mean_predicted_radius_m,max_sampled_predicted_radius_m,assumed_one_measure_then_center_clear_proxy_s,guaranteed_complete_policy,boundary
syn-cover-long_strip-1.0-37,synthetic_state_mechanism,long_strip,3,4,719.999999999999,45.17742799230607,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,16.3706440441344,0.252375,3,129.12555555555554,36.825111111111106,26.841799725651576,95.62875171467765,1.9053497942386832,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-long_strip-1.0-37,synthetic_state_mechanism,long_strip,3,4,719.999999999999,45.17742799230607,continue_bearing_one_step_proxy,,,,0.5935,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.39094650205761317,0.09876543209876543,17.511037093623997,22.588713996153274,33.403441986626035,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-long_strip-1.45-0,synthetic_state_mechanism,long_strip,3,4,1513.7999999999986,65.5072705888438,grid25_nearest_order,True,25m rotated square grid,13.780058055030114,0.040791,7,175.0,58.0,31.102880658436213,90.94650205761317,3.6378600823045266,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-long_strip-1.45-0,synthetic_state_mechanism,long_strip,3,4,1513.7999999999986,65.5072705888438,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,17.434427681907977,0.247792,4,148.8086111111111,43.76172222222222,28.42387128486511,96.31688728852308,2.3868312757201644,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-long_strip-1.45-0,synthetic_state_mechanism,long_strip,3,4,1513.7999999999986,65.5072705888438,continue_bearing_one_step_proxy,,,,0.617375,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.2716049382716049,0.06172839506172839,25.613401932581432,32.753635294422,35.06095199145456,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-long_strip-1.45-37,synthetic_state_mechanism,long_strip,3,4,1513.7999999999984,65.50727058884381,grid25_nearest_order,True,25m rotated square grid,13.780058055030146,0.0405,7,175.0,58.0,31.102880658436213,90.94650205761317,3.6378600823045266,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-long_strip-1.45-37,synthetic_state_mechanism,long_strip,3,4,1513.7999999999984,65.50727058884381,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,17.434427681907987,0.256166,4,148.8086111111111,43.76172222222222,28.423871284865115,96.3168872885231,2.3868312757201644,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-long_strip-1.45-37,synthetic_state_mechanism,long_strip,3,4,1513.7999999999984,65.50727058884381,continue_bearing_one_step_proxy,,,,0.669916,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.2716049382716049,0.06172839506172839,25.613401932581418,32.75363529442223,35.06095199145456,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-spindle-0.65-0,synthetic_state_mechanism,spindle,3,6,456.3000000000002,19.88617610301186,grid25_nearest_order,True,25m rotated square grid,13.577186748365804,0.02425,3,125.0,36.0,25.432098765432098,91.9753086419753,1.6790123456790123,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-0.65-0,synthetic_state_mechanism,spindle,3,6,456.3000000000002,19.88617610301186,adaptive_certified_partition_nearest_order,True,single certified circle,19.88617610301186,0.00425,1,100.0,25.0,25.0,100.0,1,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-0.65-0,synthetic_state_mechanism,spindle,3,6,456.3000000000002,19.88617610301186,continue_bearing_one_step_proxy,,,,0.587083,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.15637860082304528,7.245296586299846,9.943088051506045,31.292680716436923,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-spindle-0.65-37,synthetic_state_mechanism,spindle,3,6,456.3000000000004,19.886176103011866,grid25_nearest_order,True,25m rotated square grid,13.577186748365806,0.024542,3,125.0,36.0,25.432098765432098,91.9753086419753,1.6790123456790123,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-0.65-37,synthetic_state_mechanism,spindle,3,6,456.3000000000004,19.886176103011866,adaptive_certified_partition_nearest_order,True,single certified circle,19.886176103011866,0.003333,1,100.0,25.0,25.0,100.0,1,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-0.65-37,synthetic_state_mechanism,spindle,3,6,456.3000000000004,19.886176103011866,continue_bearing_one_step_proxy,,,,0.568584,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.15637860082304528,7.245296586299849,9.943088051506034,31.292680716436927,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-spindle-1.0-0,synthetic_state_mechanism,spindle,3,6,1080.0,30.59411708155671,grid25_nearest_order,True,25m rotated square grid,15.700318468107582,0.023875,3,125.0,36.0,26.02469135802469,93.82716049382717,1.7530864197530864,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-1.0-0,synthetic_state_mechanism,spindle,3,6,1080.0,30.59411708155671,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,18.38059177083682,0.294125,2,114.43906361882411,30.88781272376482,25.691808094015702,97.47138614909085,1.3991769547325104,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-1.0-0,synthetic_state_mechanism,spindle,3,6,1080.0,30.59411708155671,continue_bearing_one_step_proxy,,,,0.6525,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.06172839506172839,11.104833297366595,15.297058540778572,32.15923826441159,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-spindle-1.0-37,synthetic_state_mechanism,spindle,3,6,1080.0000000000007,30.59411708155671,grid25_nearest_order,True,25m rotated square grid,15.700318468107588,0.024125,3,125.0,36.0,26.02469135802469,93.82716049382717,1.7530864197530864,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-1.0-37,synthetic_state_mechanism,spindle,3,6,1080.0000000000007,30.59411708155671,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,18.380591770836816,0.290542,2,114.4390636188241,30.887812723764817,25.6918080940157,97.47138614909083,1.3991769547325104,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-1.0-37,synthetic_state_mechanism,spindle,3,6,1080.0000000000007,30.59411708155671,continue_bearing_one_step_proxy,,,,0.617667,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.06172839506172839,11.104833297366593,15.297058540778455,32.159238264411584,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-spindle-1.45-0,synthetic_state_mechanism,spindle,3,6,2270.7000000000007,44.36146976825723,grid25_nearest_order,True,25m rotated square grid,17.6776695296637,0.059333,11,335.3553390593274,102.07106781186548,43.8724279835391,142.38683127572017,4.465020576131687,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-1.45-0,synthetic_state_mechanism,spindle,3,6,2270.7000000000007,44.36146976825723,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,18.766726649396308,0.283292,5,134.43178471837933,43.886356943675864,28.073167935071034,92.27941992226876,2.539094650205761,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-1.45-0,synthetic_state_mechanism,spindle,3,6,2270.7000000000007,44.36146976825723,continue_bearing_one_step_proxy,,,,0.627958,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.5802469135802469,0.037037037037037035,16.211646052352748,22.180734884128775,33.20529217343351,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-spindle-1.45-37,synthetic_state_mechanism,spindle,3,6,2270.7,44.36146976825724,grid25_nearest_order,True,25m rotated square grid,17.677669529663707,0.062333,11,335.3553390593274,102.07106781186548,38.96707818930041,127.05761316872427,3.8518518518518516,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-1.45-37,synthetic_state_mechanism,spindle,3,6,2270.7,44.36146976825724,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,18.766726649396304,0.211708,5,134.43178471837933,43.886356943675864,28.02247186118642,92.14939634296914,2.5308641975308643,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-spindle-1.45-37,synthetic_state_mechanism,spindle,3,6,2270.7,44.36146976825724,continue_bearing_one_step_proxy,,,,0.643959,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.5802469135802469,0.037037037037037035,16.211646052352744,22.18073488412876,33.20529217343351,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-slanted_narrow-0.65-0,synthetic_state_mechanism,slanted_narrow,3,4,244.62749999999983,28.500109648911884,grid25_nearest_order,True,25m rotated square grid,13.963844528062687,0.023291,3,125.0,36.0,26.02469135802469,93.82716049382717,1.7530864197530864,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-0.65-0,synthetic_state_mechanism,slanted_narrow,3,4,244.62749999999983,28.500109648911884,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,18.653520238552794,0.207666,2,109.8473883116383,29.96947766232766,25.52996029898192,95.30412248256391,1.4897119341563787,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-0.65-0,synthetic_state_mechanism,slanted_narrow,3,4,244.62749999999983,28.500109648911884,continue_bearing_one_step_proxy,,,,0.599458,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.1440329218106996,10.954749656935103,14.250054824456129,32.04691700957632,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-slanted_narrow-0.65-37,synthetic_state_mechanism,slanted_narrow,3,4,244.62750000000005,28.50010964891188,grid25_nearest_order,True,25m rotated square grid,13.963844528062696,0.020458,3,125.0,36.0,26.02469135802469,93.82716049382717,1.7530864197530864,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-0.65-37,synthetic_state_mechanism,slanted_narrow,3,4,244.62750000000005,28.50010964891188,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,18.653520238552787,0.207791,2,109.8473883116383,29.96947766232766,25.529960298981923,95.30412248256393,1.4897119341563787,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-0.65-37,synthetic_state_mechanism,slanted_narrow,3,4,244.62750000000005,28.50010964891188,continue_bearing_one_step_proxy,,,,0.607,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.1440329218106996,10.954749656791734,14.250054824457317,32.04691700954764,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-slanted_narrow-1.0-0,synthetic_state_mechanism,slanted_narrow,3,4,579.0,43.846322536787504,grid25_nearest_order,True,25m rotated square grid,17.388434554323744,0.031291,6,175.0,55.0,28.79423868312757,93.10699588477367,2.7242798353909463,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-1.0-0,synthetic_state_mechanism,slanted_narrow,3,4,579.0,43.846322536787504,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,15.741396945852285,0.203334,3,128.32638572008483,36.66527714401697,27.339863333689294,97.25487222400203,1.962962962962963,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-1.0-0,synthetic_state_mechanism,slanted_narrow,3,4,579.0,43.846322536787504,continue_bearing_one_step_proxy,,,,0.636709,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.4444444444444444,0.06172839506172839,16.709129766703906,21.92316126839411,33.280097558279046,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-slanted_narrow-1.0-37,synthetic_state_mechanism,slanted_narrow,3,4,579.0000000000006,43.84632253678751,grid25_nearest_order,True,25m rotated square grid,17.38843455432374,0.031166,6,175.0,55.0,28.79423868312757,93.10699588477367,2.7242798353909463,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-1.0-37,synthetic_state_mechanism,slanted_narrow,3,4,579.0000000000006,43.84632253678751,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,15.7413969458523,0.200959,3,128.32638572008483,36.66527714401697,27.339863333689294,97.25487222400203,1.962962962962963,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-1.0-37,synthetic_state_mechanism,slanted_narrow,3,4,579.0000000000006,43.84632253678751,continue_bearing_one_step_proxy,,,,0.698917,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.4444444444444444,0.06172839506172839,16.70912976670398,21.92316126839405,33.28009755822168,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-slanted_narrow-1.45-0,synthetic_state_mechanism,slanted_narrow,3,4,1217.3474999999999,63.57716767834188,grid25_nearest_order,True,25m rotated square grid,17.6776695296637,0.055125,9,225.0,74.0,33.67078189300412,98.97119341563786,3.9588477366255144,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-1.45-0,synthetic_state_mechanism,slanted_narrow,3,4,1217.3474999999999,63.57716767834188,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,16.70825925322034,0.196333,4,147.4717454465472,43.49434908930944,28.97633604322426,98.15328515439292,2.448559670781893,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-1.45-0,synthetic_state_mechanism,slanted_narrow,3,4,1217.3474999999999,63.57716767834188,continue_bearing_one_step_proxy,,,,0.659333,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.2839506172839506,0.02880658436213992,24.286394629122768,31.788583839171196,34.82847234146241,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-slanted_narrow-1.45-37,synthetic_state_mechanism,slanted_narrow,3,4,1217.3474999999996,63.57716767834188,grid25_nearest_order,True,25m rotated square grid,17.677669529663707,0.054292,9,235.35533905932738,76.07106781186548,32.41975308641975,95.06172839506173,3.802469135802469,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-1.45-37,synthetic_state_mechanism,slanted_narrow,3,4,1217.3474999999996,63.57716767834188,adaptive_certified_partition_nearest_order,True,B3-compatible finite strip geometry without cost gate or standoff,16.708259253220344,0.252292,4,147.47174544654717,43.49434908930944,28.97633604322426,98.1532851543929,2.448559670781893,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-slanted_narrow-1.45-37,synthetic_state_mechanism,slanted_narrow,3,4,1217.3474999999996,63.57716767834188,continue_bearing_one_step_proxy,,,,0.703209,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.2839506172839506,0.02880658436213992,24.28639462897941,31.78858383917484,34.82847234143373,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-near_circle-0.65-0,synthetic_state_mechanism,near_circle,3,24,1102.2585492826165,19.5,grid25_nearest_order,True,25m rotated square grid,17.677669529663696,0.086,9,300.0,89.0,35.53909465020576,123.559670781893,2.94238683127572,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-0.65-0,synthetic_state_mechanism,near_circle,3,24,1102.2585492826165,19.5,adaptive_certified_partition_nearest_order,True,single certified circle,19.5,0.013125,1,100.0,25.0,25.0,100.0,1,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-0.65-0,synthetic_state_mechanism,near_circle,3,24,1102.2585492826165,19.5,continue_bearing_one_step_proxy,,,,0.846666,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.06995884773662552,9.078470587048804,9.750000000000057,31.745735269673133,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-near_circle-0.65-37,synthetic_state_mechanism,near_circle,3,24,1102.2585492826142,19.5,grid25_nearest_order,True,25m rotated square grid,17.677669529663696,0.085459,9,300.0,89.0,25.79423868312757,93.10699588477367,1.7242798353909465,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-0.65-37,synthetic_state_mechanism,near_circle,3,24,1102.2585492826142,19.5,adaptive_certified_partition_nearest_order,True,single certified circle,19.5,0.013208,1,100.0,25.0,25.0,100.0,1,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-0.65-37,synthetic_state_mechanism,near_circle,3,24,1102.2585492826142,19.5,continue_bearing_one_step_proxy,,,,0.895291,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.06995884773662552,9.07847058704879,9.750000000000082,31.745735269673133,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-near_circle-1.0-0,synthetic_state_mechanism,near_circle,3,24,2608.8959746334094,30.0,grid25_nearest_order,True,25m rotated square grid,17.677669529663692,0.108666,9,300.0,89.0,40.62139917695473,140.6378600823045,3.4979423868312756,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-1.0-0,synthetic_state_mechanism,near_circle,3,24,2608.8959746334094,30.0,adaptive_certified_partition_nearest_order,True,recursive convex partition extension (not current B3),15.45641536700269,0.699375,8,170.9813462088913,60.19626924177826,31.980035242225664,106.99894164322708,2.860082304526749,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-1.0-0,synthetic_state_mechanism,near_circle,3,24,2608.8959746334094,30.0,continue_bearing_one_step_proxy,,,,0.879167,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.037037037037037035,14.08994666252209,15.000000000000156,32.78095229546738,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-near_circle-1.0-37,synthetic_state_mechanism,near_circle,3,24,2608.8959746334076,30.000000000000007,grid25_nearest_order,True,25m rotated square grid,17.677669529663696,0.086041,9,300.0,89.0,37.51851851851852,132.09876543209876,3.0329218106995883,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-1.0-37,synthetic_state_mechanism,near_circle,3,24,2608.8959746334076,30.000000000000007,adaptive_certified_partition_nearest_order,True,recursive convex partition extension (not current B3),15.45641536700269,0.743,8,170.9813462088913,60.19626924177826,31.980035242225664,106.99894164322707,2.860082304526749,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-1.0-37,synthetic_state_mechanism,near_circle,3,24,2608.8959746334076,30.000000000000007,continue_bearing_one_step_proxy,,,,0.964375,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.037037037037037035,14.089946662522092,15.000000000000083,32.78095229546738,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-near_circle-1.45-0,synthetic_state_mechanism,near_circle,3,24,5485.2037866667415,43.5,grid25_nearest_order,True,25m rotated square grid,17.6776695296637,0.159375,21,581.0660171779821,181.21320343559643,75.97019132823499,241.8262652831503,8.534979423868313,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-1.45-0,synthetic_state_mechanism,near_circle,3,24,5485.2037866667415,43.5,adaptive_certified_partition_nearest_order,True,recursive convex partition extension (not current B3),16.763026386725226,0.781542,16,396.17126674512355,129.2342533490247,52.84244335354793,158.40974763193717,6.386831275720165,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-1.45-0,synthetic_state_mechanism,near_circle,3,24,5485.2037866667415,43.5,continue_bearing_one_step_proxy,,,,0.92125,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.012345679012345678,0.012345679012345678,20.741782281524213,21.750000000000057,34.1360107772925,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-near_circle-1.45-37,synthetic_state_mechanism,near_circle,3,24,5485.203786666743,43.5,grid25_nearest_order,True,25m rotated square grid,17.67766952966371,0.160125,21,668.4692220677464,198.69384441354927,74.42386831275721,235.69958847736626,8.427983539094651,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-1.45-37,synthetic_state_mechanism,near_circle,3,24,5485.203786666743,43.5,adaptive_certified_partition_nearest_order,True,recursive convex partition extension (not current B3),16.763026386725226,0.774833,16,396.17126674512355,129.2342533490247,53.093329236022534,158.799979513446,6.444444444444445,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-near_circle-1.45-37,synthetic_state_mechanism,near_circle,3,24,5485.203786666743,43.5,continue_bearing_one_step_proxy,,,,0.89025,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,0.012345679012345678,0.012345679012345678,20.743282039802143,21.75000000000003,34.13631072894808,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-critical_radius-0.65-0,synthetic_state_mechanism,critical_radius,3,12,507.0,13.000000000000009,grid25_nearest_order,True,25m rotated square grid,13.000000000000009,0.052833,5,195.71067811865476,56.14213562373095,26.255144032921812,94.54732510288066,1.7818930041152263,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-critical_radius-0.65-0,synthetic_state_mechanism,critical_radius,3,12,507.0,13.000000000000009,adaptive_certified_partition_nearest_order,True,single certified circle,13.000000000000009,0.005958,1,100.0,25.0,25.0,100.0,1,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
syn-cover-critical_radius-0.65-0,synthetic_state_mechanism,critical_radius,3,12,507.0,13.000000000000009,continue_bearing_one_step_proxy,,,,0.632792,,,,,,,,,,"[100.0, 50.0]",1,100.0,25.0,1.0,0.15637860082304528,6.154237550001933,6.500000000000206,31.074468909177337,False,Zero-added-error one-step bearing model; Q4 reception not guaranteed; final clear cost assumes success. Not a task-time result.
syn-cover-critical_radius-0.65-37,synthetic_state_mechanism,critical_radius,3,12,507.0,13.000000000000004,grid25_nearest_order,True,25m rotated square grid,13.000000000000004,0.052834,5,195.71067811865476,56.14213562373095,26.255144032921812,94.54732510288066,1.7818930041152263,243,distance/5 + 3*attempts + 2,False,,,,,,,,,,,
